# RETAILMIND AI - SYNTHETIC DATASET
date,sku,product_name,category,units_sold,selling_price,promotion,holiday,festival,stock_available
2025-05-26,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,37,28.00,0,0,,71
2025-05-27,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,40,28.00,0,0,,31
2025-05-28,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,37,28.00,0,0,,174
2025-05-29,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,30,28.00,0,0,,144
2025-05-30,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,59,28.00,0,0,,85
2025-05-31,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,70,28.00,0,0,,15
2025-06-01,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,58,28.00,0,0,,137
2025-06-02,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,77,23.80,1,0,,60
2025-06-03,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,51,23.80,1,0,,189
2025-06-04,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,55,23.80,1,0,,134
2025-06-05,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,45,28.00,0,0,,89
2025-06-06,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,59,28.00,0,0,,30
2025-06-07,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,51,28.00,0,0,,159
2025-06-08,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,44,28.00,0,0,,115
2025-06-09,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,39,28.00,0,0,,76
2025-06-10,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,43,28.00,0,0,,33
2025-06-11,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,46,28.00,0,0,,167
2025-06-12,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,44,28.00,0,0,,123
2025-06-13,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,55,28.00,0,0,,68
2025-06-14,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,51,28.00,0,0,,17
2025-06-15,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,17,28.00,0,0,,0
2025-06-16,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,41,28.00,0,0,,139
2025-06-17,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,39,28.00,0,0,,100
2025-06-18,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,55,23.80,1,0,,45
2025-06-19,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,57,23.80,1,0,,168
2025-06-20,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,84,23.80,1,0,,84
2025-06-21,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,55,28.00,0,0,,29
2025-06-22,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,43,28.00,0,0,,166
2025-06-23,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,49,28.00,0,0,,117
2025-06-24,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,39,28.00,0,0,,78
2025-06-25,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,46,28.00,0,0,,32
2025-06-26,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,32,28.00,0,0,,0
2025-06-27,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,66,28.00,0,0,,114
2025-06-28,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,55,28.00,0,0,,59
2025-06-29,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,41,28.00,0,0,,18
2025-06-30,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,42,28.00,0,0,,156
2025-07-01,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,38,28.00,0,0,,118
2025-07-02,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,40,28.00,0,0,,78
2025-07-03,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,45,28.00,0,0,,33
2025-07-04,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,33,28.00,0,0,,0
2025-07-05,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,0,28.00,0,0,,0
2025-07-06,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,0,28.00,0,0,,0
2025-07-07,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,49,28.00,0,0,,131
2025-07-08,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,42,28.00,0,0,,89
2025-07-09,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,27,28.00,0,0,,62
2025-07-10,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,46,28.00,0,0,,196
2025-07-11,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,51,28.00,0,0,,145
2025-07-12,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,59,28.00,0,0,,86
2025-07-13,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,60,28.00,0,0,,26
2025-07-14,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,28,28.00,0,0,,178
2025-07-15,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,36,28.00,0,0,,142
2025-07-16,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,47,28.00,0,0,,95
2025-07-17,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,35,28.00,0,0,,60
2025-07-18,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,66,28.00,0,0,,174
2025-07-19,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,64,28.00,0,0,,110
2025-07-20,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,70,28.00,0,0,,40
2025-07-21,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,41,28.00,0,0,,179
2025-07-22,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,39,28.00,0,0,,140
2025-07-23,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,45,28.00,0,0,,95
2025-07-24,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,42,28.00,0,0,,53
2025-07-25,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,55,28.00,0,0,,178
2025-07-26,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,64,28.00,0,0,,114
2025-07-27,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,78,28.00,0,0,,36
2025-07-28,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,36,28.00,0,0,,0
2025-07-29,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,32,28.00,0,0,,148
2025-07-30,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,43,28.00,0,0,,105
2025-07-31,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,42,28.00,0,0,,63
2025-08-01,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,46,28.00,0,0,,17
2025-08-02,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,63,28.00,0,0,,134
2025-08-03,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,61,28.00,0,0,,73
2025-08-04,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,44,28.00,0,0,,29
2025-08-05,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,29,28.00,0,0,,0
2025-08-06,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,0,28.00,0,0,,0
2025-08-07,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,49,28.00,0,0,,131
2025-08-08,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,48,28.00,0,0,,83
2025-08-09,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,61,28.00,0,0,Raksha Bandhan,22
2025-08-10,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,22,28.00,0,0,,0
2025-08-11,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,39,28.00,0,0,,141
2025-08-12,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,46,28.00,0,0,,95
2025-08-13,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,35,28.00,0,0,,60
2025-08-14,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,36,28.00,0,0,,204
2025-08-15,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,66,28.00,0,1,,138
2025-08-16,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,53,28.00,0,0,,85
2025-08-17,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,46,28.00,0,0,,39
2025-08-18,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,50,28.00,0,0,,169
2025-08-19,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,38,28.00,0,0,,131
2025-08-20,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,38,28.00,0,0,,93
2025-08-21,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,31,28.00,0,0,,62
2025-08-22,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,59,28.00,0,0,,3
2025-08-23,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,53,28.00,0,0,,130
2025-08-24,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,54,28.00,0,0,,76
2025-08-25,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,44,28.00,0,0,,32
2025-08-26,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,45,28.00,0,0,,167
2025-08-27,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,35,28.00,0,0,,132
2025-08-28,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,45,28.00,0,0,,87
2025-08-29,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,53,28.00,0,0,,34
2025-08-30,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,58,28.00,0,0,,156
2025-08-31,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,67,28.00,0,0,,89
2025-09-01,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,45,28.00,0,0,,44
2025-09-02,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,38,28.00,0,0,,6
2025-09-03,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,6,28.00,0,0,,0
2025-09-04,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,0,28.00,0,0,,0
2025-09-05,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,52,28.00,0,0,,128
2025-09-06,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,48,28.00,0,0,,80
2025-09-07,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,62,28.00,0,0,,18
2025-09-08,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,46,28.00,0,0,,152
2025-09-09,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,38,28.00,0,0,,114
2025-09-10,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,40,28.00,0,0,,74
2025-09-11,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,29,28.00,0,0,,45
2025-09-12,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,59,28.00,0,0,,166
2025-09-13,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,68,28.00,0,0,,98
2025-09-14,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,47,28.00,0,0,,51
2025-09-15,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,41,28.00,0,0,,190
2025-09-16,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,45,28.00,0,0,,145
2025-09-17,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,46,28.00,0,0,,99
2025-09-18,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,47,28.00,0,0,,52
2025-09-19,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,46,28.00,0,0,,186
2025-09-20,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,73,28.00,0,0,,113
2025-09-21,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,57,28.00,0,0,,56
2025-09-22,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,48,28.00,0,0,,188
2025-09-23,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,30,28.00,0,0,,158
2025-09-24,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,31,28.00,0,0,,127
2025-09-25,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,30,28.00,0,0,,97
2025-09-26,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,57,28.00,0,0,,40
2025-09-27,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,72,28.00,0,0,,148
2025-09-28,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,61,28.00,0,0,,87
2025-09-29,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,28,28.00,0,0,,59
2025-09-30,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,35,28.00,0,0,,204
2025-10-01,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,42,28.00,0,0,Durga Puja,162
2025-10-02,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,48,28.00,0,1,Durga Puja,114
2025-10-03,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,52,28.00,0,0,,62
2025-10-04,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,69,28.00,0,0,,173
2025-10-05,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,59,28.00,0,0,,114
2025-10-06,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,39,28.00,0,0,,75
2025-10-07,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,28,28.00,0,0,,47
2025-10-08,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,48,28.00,0,0,,179
2025-10-09,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,38,28.00,0,0,,141
2025-10-10,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,58,28.00,0,0,,83
2025-10-11,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,67,28.00,0,0,,16
2025-10-12,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,72,28.00,0,0,,124
2025-10-13,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,40,28.00,0,0,,84
2025-10-14,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,42,28.00,0,0,,42
2025-10-15,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,47,28.00,0,0,,175
2025-10-16,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,48,28.00,0,0,,127
2025-10-17,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,54,28.00,0,0,,73
2025-10-18,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,57,28.00,0,0,,16
2025-10-19,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,82,28.00,0,0,Diwali,114
2025-10-20,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,52,28.00,0,0,Diwali,62
2025-10-21,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,41,28.00,0,0,,201
2025-10-22,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,52,28.00,0,0,,149
2025-10-23,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,44,28.00,0,0,,105
2025-10-24,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,67,28.00,0,0,,38
2025-10-25,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,59,28.00,0,0,,159
2025-10-26,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,50,28.00,0,0,,109
2025-10-27,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,39,28.00,0,0,,70
2025-10-28,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,30,28.00,0,0,,40
2025-10-29,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,37,28.00,0,0,,183
2025-10-30,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,43,28.00,0,0,,140
2025-10-31,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,51,28.00,0,0,,89
2025-11-01,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,45,28.00,0,0,,44
2025-11-02,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,56,28.00,0,0,,168
2025-11-03,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,34,28.00,0,0,,134
2025-11-04,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,51,28.00,0,0,,83
2025-11-05,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,43,28.00,0,0,,40
2025-11-06,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,41,28.00,0,0,,179
2025-11-07,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,60,28.00,0,0,,119
2025-11-08,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,63,28.00,0,0,,56
2025-11-09,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,69,28.00,0,0,,167
2025-11-10,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,44,28.00,0,0,,123
2025-11-11,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,53,28.00,0,0,,70
2025-11-12,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,31,28.00,0,0,,39
2025-11-13,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,31,28.00,0,0,,188
2025-11-14,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,64,28.00,0,0,,124
2025-11-15,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,66,28.00,0,0,,58
2025-11-16,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,55,28.00,0,0,,3
2025-11-17,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,43,28.00,0,0,,140
2025-11-18,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,38,28.00,0,0,,102
2025-11-19,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,40,28.00,0,0,,62
2025-11-20,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,39,28.00,0,0,,203
2025-11-21,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,75,28.00,0,0,,128
2025-11-22,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,62,28.00,0,0,,66
2025-11-23,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,46,28.00,0,0,,200
2025-11-24,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,31,28.00,0,0,,169
2025-11-25,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,30,28.00,0,0,,139
2025-11-26,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,45,28.00,0,0,,94
2025-11-27,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,50,28.00,0,0,,44
2025-11-28,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,44,28.00,0,0,,180
2025-11-29,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,71,28.00,0,0,,109
2025-11-30,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,72,28.00,0,0,,37
2025-12-01,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,37,28.00,0,0,,0
2025-12-02,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,0,28.00,0,0,,0
2025-12-03,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,46,28.00,0,0,,134
2025-12-04,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,39,28.00,0,0,,95
2025-12-05,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,62,28.00,0,0,,33
2025-12-06,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,33,28.00,0,0,,0
2025-12-07,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,54,28.00,0,0,,126
2025-12-08,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,37,28.00,0,0,,89
2025-12-09,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,47,28.00,0,0,,42
2025-12-10,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,43,28.00,0,0,,179
2025-12-11,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,35,28.00,0,0,,144
2025-12-12,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,54,28.00,0,0,,90
2025-12-13,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,70,28.00,0,0,,20
2025-12-14,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,52,28.00,0,0,,148
2025-12-15,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,38,28.00,0,0,,110
2025-12-16,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,44,28.00,0,0,,66
2025-12-17,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,37,28.00,0,0,,209
2025-12-18,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,48,28.00,0,0,,161
2025-12-19,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,77,28.00,0,0,,84
2025-12-20,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,71,28.00,0,0,,13
2025-12-21,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,13,28.00,0,0,,0
2025-12-22,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,39,28.00,0,0,,141
2025-12-23,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,47,28.00,0,0,,94
2025-12-24,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,42,28.00,0,0,,52
2025-12-25,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,43,28.00,0,0,Christmas,189
2025-12-26,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,56,28.00,0,0,,133
2025-12-27,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,54,28.00,0,0,,79
2025-12-28,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,63,28.00,0,0,,16
2025-12-29,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,41,28.00,0,0,,155
2025-12-30,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,35,28.00,0,0,,120
2025-12-31,SKU-GROC-004,Tata Salt Iodized 1kg,Salt & Sugar,42,28.00,0,0,,78
2025-01-01,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,42,48.00,0,0,,203
2025-01-02,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,47,48.00,0,0,,156
2025-01-03,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,76,48.00,0,0,,80
2025-01-04,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,66,48.00,0,0,,14
2025-01-05,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,59,48.00,0,0,,155
2025-01-06,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,46,48.00,0,0,,109
2025-01-07,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,50,48.00,0,0,,59
2025-01-08,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,34,48.00,0,0,,225
2025-01-09,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,52,48.00,0,0,,173
2025-01-10,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,75,48.00,0,0,,98
2025-01-11,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,72,48.00,0,0,,26
2025-01-12,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,76,48.00,0,0,,150
2025-01-13,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,44,48.00,0,0,,106
2025-01-14,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,45,48.00,0,0,,61
2025-01-15,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,38,48.00,0,0,,23
2025-01-16,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,37,48.00,0,0,,186
2025-01-17,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,54,48.00,0,0,,132
2025-01-18,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,75,48.00,0,0,,57
2025-01-19,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,81,48.00,0,0,,176
2025-01-20,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,42,48.00,0,0,,134
2025-01-21,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,37,48.00,0,0,,97
2025-01-22,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,36,48.00,0,0,,61
2025-01-23,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,39,48.00,0,0,,222
2025-01-24,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,69,48.00,0,0,,153
2025-01-25,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,60,48.00,0,0,,93
2025-01-26,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,75,48.00,0,1,,18
2025-01-27,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,32,48.00,0,0,,186
2025-01-28,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,39,48.00,0,0,,147
2025-01-29,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,41,48.00,0,0,,106
2025-01-30,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,56,48.00,0,0,,50
2025-01-31,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,66,48.00,0,0,,184
2025-02-01,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,85,48.00,0,0,,99
2025-02-02,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,55,48.00,0,0,,44
2025-02-03,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,26,48.00,0,0,,218
2025-02-04,SKU-GROC-005,Maggi 2-Minute Masala Noodles 280g,Instant Food,43,48.00,0,0,,175
